order_id;package_id;package_volume;delivery_location;from_warehouse;order_date;delivered_date;n_units;order_total_volume
XDHtwHFkgcQfEut6VcwQVA;kAh6oD4y4X3RK3zc5BQeo8;0,002;Chambéry;Avignon;08/02/2021;12/02/2021 00:00;42;0,084
9Adi4SyhmWbwkwTuq2244P;3nEPuCWc9cUcPerm6aiJcN;1,7734;Amiens;Cergy;08/02/2021;20/02/2021 00:00;27;47,8818
TESHDRavXxFw7qF7MLekh8;jjnvac3HYvsrBQp9jxf5qj;1,0615;Limoges;Montauban;08/02/2021;13/02/2021 00:00;22;23,353
k5sDCpAcZSLdPA9VKUoKid;4oxrPXkner2kvXqvLQiCXF;0,2384;Issy-les-Moulineaux;Cergy;08/02/2021;13/02/2021 00:00;17;4,0528
YhURwCF3n6a8SHoe2vqwi3;BewerkQGyB5yToxS4jhRpb;0,0754;Montélimar;Avignon;08/02/2021;10/02/2021 00:00;34;2,5636
Jby9s8dgK9G5oySLa3bkmE;FMyrrspTH7vhb6FWL45KhT;0,006;Le Blanc-Mesnil;Cergy;08/02/2021;09/02/2021 00:00;36;0,216
gC889EgLKMPEeHCZ8CDEF8;mAxZ4tFQt37vYyS2VrYESk;0,226;Quimper;Cergy;08/02/2021;12/02/2021 00:00;42;9,492
2FcZy5UnqskN7xAcK3w28P;Zvus8XQuxNr4GjWYptXEs5;0,002;Le Mans;Cergy;08/02/2021;09/02/2021 00:00;45;0,09
WcrweMmXckqJ6pnSsvMrUx;htoLtHv3Fuxv4ncvCaGhqv;0,002;Créteil;Cergy;08/02/2021;09/02/2021 00:00;33;0,066
JbaK6NKTfMfrTe5xcXeWk8;Jor2NusSZhGuk46urjyqqz;0,002;Marseille;Avignon;08/02/2021;15/02/2021 00:00;31;0,062
2sjiWKXPQHsnxRTj8RYfgd;CwNUeLRRdqm5DhwCmr743i;0,2867;Saint-Denis;Cergy;08/02/2021;11/02/2021 00:00;28;8,0276
3hRDeDdF8Cv7EQFEj32hPH;DcJVvos8XBfEHvpZxCXNAm;0,4343;Boulogne-Billancourt;Cergy;08/02/2021;14/02/2021 00:00;40;17,372
DBKaxcHbmiguizUzNz9dyK;mnEb7xGXa9dFMLPAkrZZoh;1,4152;Épinal;Reims;08/02/2021;13/02/2021 00:00;20;28,304
FQgxeHFugNe93fcsMFL8ZE;Z8722BWG8WfyrU3jeWsWGo;0,2732;Vénissieux;Avignon;08/02/2021;11/02/2021 00:00;21;5,7372
WXvswaor5JrTeAvTyx5rBR;aZY3fiBNXajyPoPcgxBmM4;0,002;Lille;Reims;08/02/2021;09/02/2021 00:00;6;0,012
9ewgXh8WVu4ErfEt7jGKst;UPowTjKefgdmoKF4uF23CS;0,002;Nîmes;Avignon;08/02/2021;09/02/2021 00:00;5;0,01
NZvyzhtcG5kitGgzmJCRVW;jjnvac3HYvsrBQp9jxf5qj;1,0615;Nîmes;Avignon;08/02/2021;15/02/2021 00:00;30;31,845
MLi5XknPzbZuiVzvUuStMX;mAxZ4tFQt37vYyS2VrYESk;0,226;Mulhouse;Reims;08/02/2021;12/02/2021 00:00;35;7,91
Ub7Jn2BpE5xUUTuGCJZfMX;8v3pdBFxHkGYDcAdAzVBD3;0,004;Cherbourg;Cergy;08/02/2021;10/02/2021 00:00;29;0,116
aAm9KyG2nfcegB6Br9AkwY;bfvaknKja6jMJYp56vtjgf;0,0072;Courcouronnes;Cergy;08/02/2021;09/02/2021 00:00;13;0,0936
9ixSbhgk4RTHeZ8wMQV3X5;eMZvEhv2562R9UEzTamYtC;2,7234;Valence;Avignon;08/02/2021;21/02/2021 00:00;5;13,617
AnvBxwNefyivwZfnpGiVik;6H7ukEuzfShov54gB3sN6V;0,002;Béziers;Avignon;08/02/2021;10/02/2021 00:00;6;0,012
dWZTiEFw9xsRWsxNgYyBTV;CSHLSZE9QNDc8FW85XQpcK;0,072;Chambéry;Avignon;08/02/2021;10/02/2021 00:00;42;3,024
ZyEM6dhwi4dxQWRLzRqauT;aZY3fiBNXajyPoPcgxBmM4;0,002;Lorient;Cergy;08/02/2021;11/02/2021 00:00;28;0,056
4uNT6Dq2Fhgm8suUZorDW9;Zvus8XQuxNr4GjWYptXEs5;0,002;Aix-en-Provence;Avignon;08/02/2021;09/02/2021 00:00;38;0,076
2DM7cTVvk87ExixmtYGRdo;4oxrPXkner2kvXqvLQiCXF;0,2384;Montpellier;Avignon;08/02/2021;12/02/2021 00:00;38;9,0592
nZWVrNeXSZieYGNAP4EEUH;4A8XqQW57uG82xfZ7sjp5F;0,1148;Drancy;Cergy;08/02/2021;10/02/2021 00:00;34;3,9032
4epXGNFAZfAEQd48UF8sVG;3CCHeWCD6EnM24iAxbCfCr;1,589;Cannes;Avignon;08/02/2021;13/02/2021 00:00;24;38,136
7NZakuAGGjBWNv2aHJM76j;aBCDNfWx5TAkxbTTmQJEE4;0,1138;Cannes;Avignon;08/02/2021;10/02/2021 00:00;43;4,8934
7hxSJZDzJuzAsbfEmysQg9;KmBprCffsWobByaWonfSXN;0,0485;Pessac;Montauban;08/02/2021;09/02/2021 00:00;33;1,6005
igiPU5vY9bqtu7AcYKq7nk;HwpqQKJKdGowCt9pgQKG7E;0,0053;Quimper;Cergy;08/02/2021;15/02/2021 00:00;36;0,1908
2MNGRtYAFkaCmmzhDmxkhc;aZY3fiBNXajyPoPcgxBmM4;0,002;Le Mans;Cergy;08/02/2021;09/02/2021 00:00;21;0,042
Dxoxv8iqEk5MUR6znG4WTV;htoLtHv3Fuxv4ncvCaGhqv;0,002;Cherbourg;Cergy;08/02/2021;10/02/2021 00:00;15;0,03
FYatQ4vMb6GvNd4DLrpA2x;iEPqJGnxxp6ijYtsFdYCUr;0,163;Troyes;Reims;08/02/2021;14/02/2021 00:00;30;4,89
JNsyKqcnA6yzbCCgyCc3Ja;bfvaknKja6jMJYp56vtjgf;0,0072;Sarcelles;Cergy;08/02/2021;10/02/2021 00:00;24;0,1728
ZC8bzysxcNhXXxi4kJLSF6;WsxuxUmaHe5iUdAPmDqQoB;0,1257;Levallois-Perret;Cergy;08/02/2021;10/02/2021 00:00;32;4,0224
5KYMmHiBTznwVLtXqSkEcs;bfvaknKja6jMJYp56vtjgf;0,0072;Courbevoic;Cergy;08/02/2021;10/02/2021 00:00;42;0,3024
RHmruWDmSYDVfhXLChopBf;fURbc9KK9g8UJPezDb3s6u;0,0072;Bourges;Clermont-Ferrand;08/02/2021;14/02/2021 00:00;19;0,1368
Cnt4Dr7aLmhJd8wk3MpARA;5jWDvvcUW6NL9RtTQDNQbH;0,5675;Quimper;Cergy;08/02/2021;14/02/2021 00:00;48;27,24
XGkqLGBtnCL2hzod6gqSdv;mAxZ4tFQt37vYyS2VrYESk;0,226;Boulogne-Billancourt;Cergy;08/02/2021;09/02/2021 00:00;10;2,26
iAZujrp7PNNKNV6ZEw39za;8v3pdBFxHkGYDcAdAzVBD3;0,004;Beauvais;Cergy;08/02/2021;10/02/2021 00:00;8;0,032
Mtem3rDDHTDQV9tB2BfcJP;Z8722BWG8WfyrU3jeWsWGo;0,2732;Aubervilliers;Cergy;08/02/2021;13/02/2021 00:00;17;4,6444
kaVPhqjXu2QAxussu4paQ2;iofz8TRLznhCe8MvMf6TDn;0,3444;Saint-Denis;Cergy;08/02/2021;11/02/2021 00:00;32;11,0208
iuWhjRJR2sMqUGEFrVRppw;ZB6JsXYBZWhTAX6oojTKkR;0,1519;La Seyne-sur-Mer;Avignon;08/02/2021;11/02/2021 00:00;48;7,2912
4ybPZu67BEzJM5GT6s5NbP;3CCHeWCD6EnM24iAxbCfCr;1,589;Cherbourg;Cergy;08/02/2021;18/02/2021 00:00;11;17,479
g9fFpnBZEYkJiSHJEovsWW;CSHLSZE9QNDc8FW85XQpcK;0,072;Valence;Avignon;08/02/2021;13/02/2021 00:00;17;1,224
SDS4c44nbwhont6Mmhp9ac;CwNUeLRRdqm5DhwCmr743i;0,2867;Lille;Reims;08/02/2021;11/02/2021 00:00;16;4,5872
8LEsWMsGjtqhGbf5c65XoH;KcEQgPTWKrvayEJwmxoquz;0,2433;Cannes;Avignon;08/02/2021;11/02/2021 00:00;27;6,5691
NVuDTuUB6BqBiJngmETUBN;DcJVvos8XBfEHvpZxCXNAm;0,4343;Amiens;Cergy;08/02/2021;11/02/2021 00:00;36;15,6348
J8CxJ9bqaDkV6C4J52QLCo;aZY3fiBNXajyPoPcgxBmM4;0,002;Toulouse;Montauban;08/02/2021;10/02/2021 00:00;34;0,068
VwXJ7sWJ8H5gHMeBLU4yzu;9kzFiwvJT2e3V4Dq9KeLDD;0,2122;Pantin;Cergy;08/02/2021;11/02/2021 00:00;44;9,3368
XYWsXyYVSEsz6oiW95oenC;CSHLSZE9QNDc8FW85XQpcK;0,072;Poitiers;Montauban;08/02/2021;10/02/2021 00:00;15;1,08
bqEsnGuSAe2ZcprpJJLKgr;3CCHeWCD6EnM24iAxbCfCr;1,589;Nice;Avignon;08/02/2021;15/02/2021 00:00;16;25,424
WsYoqUhxcMF98rUKhVdXyY;oPLB2yoMM5AjYbkmSwsb32;0,0071;Cherbourg;Cergy;08/02/2021;12/02/2021 00:00;16;0,1136
bTRPFVUBCJPxNavUgp4f6j;3nEPuCWc9cUcPerm6aiJcN;1,7734;Roubaix;Reims;08/02/2021;18/02/2021 00:00;18;31,9212
JhtwL7mcSiZGDS2mLvqAJb;CwNUeLRRdqm5DhwCmr743i;0,2867;Vénissieux;Avignon;08/02/2021;11/02/2021 00:00;17;4,8739
5cFhukrZK7MWHYSSwWK6D9;9kzFiwvJT2e3V4Dq9KeLDD;0,2122;Boulogne-sur-Mer;Cergy;08/02/2021;11/02/2021 00:00;34;7,2148
84D66cPWvQQCTUDrJnftyH;HwpqQKJKdGowCt9pgQKG7E;0,0053;Villeurbanne;Clermont-Ferrand;08/02/2021;10/02/2021 00:00;44;0,2332
BUB9VTJ7TCAbQdvpxQKkNB;WsxuxUmaHe5iUdAPmDqQoB;0,1257;Metz;Reims;08/02/2021;11/02/2021 00:00;6;0,7542
SFPcK86PVfpWDCaTdF9BoB;iEPqJGnxxp6ijYtsFdYCUr;0,163;Vitry-sur-Seine;Cergy;08/02/2021;12/02/2021 00:00;14;2,282
CAUMDnLKUN4ds3mrvm9UNn;KcEQgPTWKrvayEJwmxoquz;0,2433;Nantes;Cergy;08/02/2021;10/02/2021 00:00;33;8,0289
LTR6RZUHNdyQ47HDC9ywSR;6H7ukEuzfShov54gB3sN6V;0,002;Marseille;Avignon;08/02/2021;09/02/2021 00:00;38;0,076
ZSFP3Uopp3sT93kbRZsrAH;oDvsipheHig4YXYGeUJYqB;0,6944;Colmar;Reims;08/02/2021;11/02/2021 00:00;17;11,8048
WjbgFTfyDcrd2MqdfHULfs;fURbc9KK9g8UJPezDb3s6u;0,0072;Boulogne-sur-Mer;Cergy;08/02/2021;10/02/2021 00:00;18;0,1296
QWz7ejAuf3Fwj3MuFBUW46;BewerkQGyB5yToxS4jhRpb;0,0754;Nanterre;Cergy;08/02/2021;10/02/2021 00:00;19;1,4326
Z9XTgTkxhwUN6u2LKpQGzh;Nf8NfkMPuqUknmHtkq7w4c;0,1266;Marseille;Avignon;08/02/2021;11/02/2021 00:00;13;1,6458
PXGkWoiJwUFw7rCSR8YfRm;4A8XqQW57uG82xfZ7sjp5F;0,1148;Niort;Montauban;08/02/2021;11/02/2021 00:00;48;5,5104
3ZdYxPrA7ivhkQdsCzVj2U;QRmisgbikehbekbCq6gcf7;1,8776;Toulon;Avignon;08/02/2021;18/02/2021 00:00;12;22,5312
THZsFDLNeucpUsgFbT2QTW;iofz8TRLznhCe8MvMf6TDn;0,3444;Aix-en-Provence;Avignon;08/02/2021;14/02/2021 00:00;12;4,1328
GjAr67sSKU6cKQGpDzp5GB;iEPqJGnxxp6ijYtsFdYCUr;0,163;Béziers;Avignon;08/02/2021;09/02/2021 00:00;11;1,793
F69XFiXP7WPzy7BTrhbfzY;4oxrPXkner2kvXqvLQiCXF;0,2384;Tourcoing;Reims;08/02/2021;14/02/2021 00:00;26;6,1984
EDHDRyyjbnMVUNbMR6fjxE;aZY3fiBNXajyPoPcgxBmM4;0,002;Quimper;Cergy;08/02/2021;09/02/2021 00:00;21;0,042
kgesHin72RUyFEVgAYCixY;5jWDvvcUW6NL9RtTQDNQbH;0,5675;Cergy;Cergy;08/02/2021;14/02/2021 00:00;30;17,025
NAkx9UjusEBoT9PVn93QDh;9kzFiwvJT2e3V4Dq9KeLDD;0,2122;Pau;Montauban;08/02/2021;09/02/2021 00:00;39;8,2758
Nh2SJwSGvjMnjg2BkUAEgq;8v3pdBFxHkGYDcAdAzVBD3;0,004;Tourcoing;Reims;08/02/2021;12/02/2021 00:00;9;0,036
Jx83r4X5Lt836KxLBeTBtY;Ma2dD37vT2kVzCKUECJJsi;0,9106;Levallois-Perret;Cergy;08/02/2021;13/02/2021 00:00;8;7,2848
XU2YXRk2SSGcgk8NE4XTqM;CwNUeLRRdqm5DhwCmr743i;0,2867;Tours;Cergy;08/02/2021;13/02/2021 00:00;7;2,0069
bHmitqJv4eN5bvsGaPLGZ2;khHNUxYZUEEiRkaVe2FyXg;2,0028;Caen;Cergy;08/02/2021;18/02/2021 00:00;26;52,0728
LaAjFwMjEMadL5vFxBR5To;aZY3fiBNXajyPoPcgxBmM4;0,002;Béziers;Avignon;08/02/2021;10/02/2021 00:00;17;0,034
i7SKXucg6NhcFk3pw2BrMg;3CCHeWCD6EnM24iAxbCfCr;1,589;Grenoble;Avignon;08/02/2021;19/02/2021 00:00;45;71,505
C3MWJe6ZKyGVQdNbG7Ko94;eMZvEhv2562R9UEzTamYtC;2,7234;Colombes;Cergy;08/02/2021;18/02/2021 00:00;10;27,234
Y8eCSdbzTs8ARbjutQnirN;aBCDNfWx5TAkxbTTmQJEE4;0,1138;Nîmes;Avignon;08/02/2021;11/02/2021 00:00;19;2,1622
kejeFenxCZQdvKgD7GN6MK;3nwbxBUemtMG75cVPs7q7R;1,3451;Aubervilliers;Cergy;08/02/2021;18/02/2021 00:00;27;36,3177
acWRy4cN4DnZNwrsNqFJPz;Jor2NusSZhGuk46urjyqqz;0,002;Brest;Cergy;08/02/2021;12/02/2021 00:00;34;0,068
4v7hgSgbVEHUzgZ9U3ekq5;DcJVvos8XBfEHvpZxCXNAm;0,4343;Pessac;Montauban;08/02/2021;13/02/2021 00:00;42;18,2406
TdVjKRg8f6mid93a7QqktT;CwNUeLRRdqm5DhwCmr743i;0,2867;Mulhouse;Reims;08/02/2021;11/02/2021 00:00;48;13,7616
dL4WN9NAvhoa6qHXoxmjuE;KcEQgPTWKrvayEJwmxoquz;0,2433;Cannes;Avignon;08/02/2021;11/02/2021 00:00;21;5,1093
QpCmDfY7yEDv4eZNWwUTpw;aZY3fiBNXajyPoPcgxBmM4;0,002;La Rochelle;Montauban;08/02/2021;09/02/2021 00:00;26;0,052
EkAEZv6ma9kQP3SLAYNTY8;4A8XqQW57uG82xfZ7sjp5F;0,1148;Cergy;Cergy;08/02/2021;13/02/2021 00:00;18;2,0664
eCvzvjvFGKYM74VcZmpv9n;aZY3fiBNXajyPoPcgxBmM4;0,002;Champigny-sur-Marne;Cergy;08/02/2021;10/02/2021 00:00;29;0,058
BAMM2JAo4beuMxdzLaZhJg;CSHLSZE9QNDc8FW85XQpcK;0,072;Rueil-Malmaison;Cergy;08/02/2021;09/02/2021 00:00;35;2,52
XFRNkqj5tEyPcsrdB67o3L;DcJVvos8XBfEHvpZxCXNAm;0,4343;Le Havre;Cergy;08/02/2021;14/02/2021 00:00;8;3,4744
ChvqnghnD9rSke7FpWPqV8;fURbc9KK9g8UJPezDb3s6u;0,0072;Cergy;Cergy;08/02/2021;09/02/2021 00:00;15;0,108
Lyp8uB558LBk3tpRgd3eTn;aBCDNfWx5TAkxbTTmQJEE4;0,1138;Clermont-Ferrand;Clermont-Ferrand;08/02/2021;11/02/2021 00:00;39;4,4382
i3D4bbSm3wM8mcEYcfYg7b;3nwbxBUemtMG75cVPs7q7R;1,3451;Clermont-Ferrand;Clermont-Ferrand;08/02/2021;14/02/2021 00:00;18;24,2118
mhGmkVpjKyXAwScvVKKiVE;4A8XqQW57uG82xfZ7sjp5F;0,1148;Versailles;Cergy;08/02/2021;11/02/2021 00:00;27;3,0996
f2hffTtMhRfEmBL5yTkyzp;9kzFiwvJT2e3V4Dq9KeLDD;0,2122;Bordeaux;Montauban;08/02/2021;09/02/2021 00:00;6;1,2732
8nSTDifSb4ufhujQGoyECh;kAh6oD4y4X3RK3zc5BQeo8;0,002;Béziers;Avignon;08/02/2021;13/02/2021 00:00;12;0,024
gRbAL8vKhHxPBZtqioYjgV;jjnvac3HYvsrBQp9jxf5qj;1,0615;Drancy;Cergy;08/02/2021;14/02/2021 00:00;38;40,337
8FWkfqfUicfYo68zax9ed4;CMSWwyZ9SfPoAqr6BsZws4;0,259;Saint-Maur-des-Fossés;Cergy;09/02/2021;14/02/2021 00:00;17;4,403
eWjjEQozkNRdirH2WAmKbR;2qRALPgMv7KhK4bXqtsNLi;0,0372;Antony;Cergy;09/02/2021;10/02/2021 00:00;10;0,372
VM3zcwtYV5MBrkgigBpnXh;KcEQgPTWKrvayEJwmxoquz;0,2433;Cergy;Cergy;09/02/2021;13/02/2021 00:00;26;6,3258
HS3hdZ7n2rUmGWkPWqo34G;eMZvEhv2562R9UEzTamYtC;2,7234;Antibes;Avignon;09/02/2021;19/02/2021 00:00;10;27,234
jqKQAuPH77TQKWLEfUGbxh;iofz8TRLznhCe8MvMf6TDn;0,3444;Cherbourg;Cergy;09/02/2021;12/02/2021 00:00;19;6,5436
htiG3iqzhocWs5Ao9qU9TF;2qRALPgMv7KhK4bXqtsNLi;0,0372;Mulhouse;Reims;09/02/2021;10/02/2021 00:00;33;1,2276
2gEioC5SaMB792z9UmFDTQ;3nEPuCWc9cUcPerm6aiJcN;1,7734;Sarcelles;Cergy;09/02/2021;18/02/2021 00:00;32;56,7488
PyGa9KMkWgb4A39gx8gYWs;F7nPP7x29eJthgWvtQufGb;1,68;Metz;Reims;09/02/2021;18/02/2021 00:00;8;13,44
a82jC2KbsZcVY6QxdJ5sYi;WsxuxUmaHe5iUdAPmDqQoB;0,1257;Orléans;Cergy;09/02/2021;12/02/2021 00:00;15;1,8855
dpCG5J4s5qnc2gBuxsDn29;eMZvEhv2562R9UEzTamYtC;2,7234;Poitiers;Montauban;09/02/2021;19/02/2021 00:00;9;24,5106
G2eHLhuuycyRBRWUVYRG6h;BewerkQGyB5yToxS4jhRpb;0,0754;Mulhouse;Reims;09/02/2021;11/02/2021 00:00;5;0,377
C2P26kGgRrZ5uFBK3hTHwb;eMZvEhv2562R9UEzTamYtC;2,7234;Clermont-Ferrand;Clermont-Ferrand;09/02/2021;19/02/2021 00:00;24;65,3616
kCshZQkhCy3EpY7AWtwu3r;9kzFiwvJT2e3V4Dq9KeLDD;0,2122;Pantin;Cergy;09/02/2021;14/02/2021 00:00;5;1,061
QWzipNUPRemWn8JGKLKn4W;Cn4Up5Np6U3s5xh8CDFZ6b;1,4476;Antibes;Avignon;09/02/2021;20/02/2021 00:00;23;33,2948
FdHCVseG4KJ7KXTNY3ytza;4oxrPXkner2kvXqvLQiCXF;0,2384;Cherbourg;Cergy;09/02/2021;13/02/2021 00:00;44;10,4896
XjobCJKHWHqpJp4HgwAwDX;CzqGKwaKFSS6xN4Dq98RAh;0,7247;Aubervilliers;Cergy;09/02/2021;15/02/2021 00:00;48;34,7856
JdnPrHrfLkQJrExxDRtE7e;FMyrrspTH7vhb6FWL45KhT;0,006;Le Mans;Cergy;09/02/2021;14/02/2021 00:00;26;0,156
VmKiT3NrZHoStmuibNPQRR;oPLB2yoMM5AjYbkmSwsb32;0,0071;Troyes;Reims;09/02/2021;11/02/2021 00:00;8;0,0568
fPNWw2d8LiabA6WoLktyA2;CzqGKwaKFSS6xN4Dq98RAh;0,7247;Calais;Cergy;09/02/2021;15/02/2021 00:00;28;20,2916
ce48SzByXEYHdF9nTqc8x8;oDvsipheHig4YXYGeUJYqB;0,6944;Cergy;Cergy;09/02/2021;13/02/2021 00:00;22;15,2768
AJmhYZGVnWns2adUVtm9nD;8v3pdBFxHkGYDcAdAzVBD3;0,004;Béziers;Avignon;09/02/2021;11/02/2021 00:00;40;0,16
Vb9YApafTQtJCmG52aefak;QRmisgbikehbekbCq6gcf7;1,8776;Valence;Avignon;09/02/2021;17/02/2021 00:00;41;76,9816
kb7aebbEATxHn3SPrYDPiV;oDvsipheHig4YXYGeUJYqB;0,6944;Champigny-sur-Marne;Cergy;09/02/2021;14/02/2021 00:00;15;10,416
XbusGaEQGNwW3XaGdNqtMs;fURbc9KK9g8UJPezDb3s6u;0,0072;Ivry-sur-Seine;Cergy;09/02/2021;14/02/2021 00:00;35;0,252
TApFjdoM3KVBdaXDZRvGKG;oDvsipheHig4YXYGeUJYqB;0,6944;Antibes;Avignon;09/02/2021;14/02/2021 00:00;10;6,944
BA3qtEa9WBdWGX2iTSPeFe;jjnvac3HYvsrBQp9jxf5qj;1,0615;Tourcoing;Reims;09/02/2021;15/02/2021 00:00;5;5,3075
msMvcUtbhL6vTuwyciSfdN;ZB6JsXYBZWhTAX6oojTKkR;0,1519;Valence;Avignon;09/02/2021;15/02/2021 00:00;41;6,2279
PFrDUzp627kdC5VQUjQhZ5;7yBbrLBAX6TK4FREHb6ABA;0,0021;Lorient;Cergy;09/02/2021;10/02/2021 00:00;13;0,0273
aQNZ8iPGbtAN6Vt69pTFBH;kAh6oD4y4X3RK3zc5BQeo8;0,002;La Seyne-sur-Mer;Avignon;09/02/2021;10/02/2021 00:00;29;0,058
Jg7pEBwbMPzEbUAb52XNe9;oPLB2yoMM5AjYbkmSwsb32;0,0071;Épinay-sur-Seine;Cergy;09/02/2021;10/02/2021 00:00;37;0,2627
JbAZAPdY3FnXHz2tfXYP9r;WsxuxUmaHe5iUdAPmDqQoB;0,1257;Saint-Étienne;Clermont-Ferrand;09/02/2021;11/02/2021 00:00;11;1,3827
i57vs4pfTbc6CGm6Psq7k8;aZY3fiBNXajyPoPcgxBmM4;0,002;Rennes;Cergy;09/02/2021;12/02/2021 00:00;36;0,072
GCBkUHhntucSnmfueEiSCD;DcJVvos8XBfEHvpZxCXNAm;0,4343;Montauban;Montauban;09/02/2021;15/02/2021 00:00;38;16,5034
fG6cXUTLfVfWy9NsH6TjKr;WsxuxUmaHe5iUdAPmDqQoB;0,1257;Tours;Cergy;09/02/2021;13/02/2021 00:00;36;4,5252
Yu2vvVpeoNDc58TNcbdujE;9kzFiwvJT2e3V4Dq9KeLDD;0,2122;Brest;Cergy;09/02/2021;12/02/2021 00:00;46;9,7612
CwEruiLTerBVTqkQPmaprs;3CCHeWCD6EnM24iAxbCfCr;1,589;La Seyne-sur-Mer;Avignon;09/02/2021;19/02/2021 00:00;15;23,835
YBzdzBHMCTofHuoj9FVcSW;bfvaknKja6jMJYp56vtjgf;0,0072;Lorient;Cergy;09/02/2021;12/02/2021 00:00;23;0,1656
NYpUVmVV4WdrEkLYoUjLoq;YUTZ5KEq8mm7HFJGZqxCxu;0,8208;Levallois-Perret;Cergy;09/02/2021;15/02/2021 00:00;48;39,3984
bvs6Ei8AHRrjSnaw8geJod;aZY3fiBNXajyPoPcgxBmM4;0,002;Lille;Reims;09/02/2021;12/02/2021 00:00;31;0,062
gepPRv5VW9ZZ869FeyJHmX;FMyrrspTH7vhb6FWL45KhT;0,006;Épinal;Reims;09/02/2021;11/02/2021 00:00;15;0,09
mLHHbeqi7AcoSFoQXuLw5K;HwpqQKJKdGowCt9pgQKG7E;0,0053;Annecy;Avignon;09/02/2021;14/02/2021 00:00;30;0,159
ip89hezwvf8QPPEGPpS2Du;Ho42bGxZ8G2Lj8ngoYwHk3;0,006;Pau;Montauban;09/02/2021;11/02/2021 00:00;19;0,114
mh5WVyyFGnKHeDVjeTqG35;WsxuxUmaHe5iUdAPmDqQoB;0,1257;Issy-les-Moulineaux;Cergy;09/02/2021;11/02/2021 00:00;42;5,2794
XzNuCHXpKB9hdWh8yKmN2f;Ho42bGxZ8G2Lj8ngoYwHk3;0,006;Aulnay-sous-Bois;Cergy;09/02/2021;11/02/2021 00:00;43;0,258
6U3mJWQkNsQ8W9oroHDo7o;bfvaknKja6jMJYp56vtjgf;0,0072;Saint-Nazaire;Cergy;09/02/2021;11/02/2021 00:00;38;0,2736
9PY5UobqXs3trC8yWvRDX4;oPLB2yoMM5AjYbkmSwsb32;0,0071;Rueil-Malmaison;Cergy;09/02/2021;13/02/2021 00:00;37;0,2627
eUEXZKzc8Wwp7icoEbdZxk;FNB2bjUdGBUEitpecFRAaL;2,0644;Toulouse;Montauban;09/02/2021;18/02/2021 00:00;22;45,4168
5rrtqytSYFVwCspUgmVDZv;mnEb7xGXa9dFMLPAkrZZoh;1,4152;Caen;Cergy;09/02/2021;18/02/2021 00:00;12;16,9824
AjvLW5WLPPTSDPYuW34fuB;5jWDvvcUW6NL9RtTQDNQbH;0,5675;Valence;Avignon;09/02/2021;15/02/2021 00:00;16;9,08
Q2rmRSgk2QUREiB9VFWkUo;mnEb7xGXa9dFMLPAkrZZoh;1,4152;Strasbourg;Reims;09/02/2021;19/02/2021 00:00;32;45,2864
6zsEamCPdc2ESCzoDk56TK;7yBbrLBAX6TK4FREHb6ABA;0,0021;Nîmes;Avignon;09/02/2021;10/02/2021 00:00;44;0,0924
RgzuXPNYgUWULMm8cJbkH4;mAxZ4tFQt37vYyS2VrYESk;0,226;Boulogne-sur-Mer;Cergy;09/02/2021;12/02/2021 00:00;12;2,712
VT2mHv9DUmjHt3Zi8GMwuJ;mnEb7xGXa9dFMLPAkrZZoh;1,4152;Nice;Avignon;09/02/2021;19/02/2021 00:00;21;29,7192
2sSw6dKyvxnrrjDWNLRngZ;ZB6JsXYBZWhTAX6oojTKkR;0,1519;Montreuil;Cergy;09/02/2021;12/02/2021 00:00;40;6,076
kJNXwQyuLiFSTP64dkweAD;khHNUxYZUEEiRkaVe2FyXg;2,0028;Cergy;Cergy;09/02/2021;15/02/2021 00:00;7;14,0196
J7JuYzChVVoZe2usABKVvG;htoLtHv3Fuxv4ncvCaGhqv;0,002;Reims;Reims;09/02/2021;10/02/2021 00:00;14;0,028
6mhED4QNsvHkxcNqnoxCbB;9kzFiwvJT2e3V4Dq9KeLDD;0,2122;Tours;Cergy;09/02/2021;11/02/2021 00:00;11;2,3342
ggm9a4SbDoN4LUdwGmVtGw;3nwbxBUemtMG75cVPs7q7R;1,3451;Quimper;Cergy;09/02/2021;15/02/2021 00:00;5;6,7255
AAmS4uSpEfbvd7b3XkbhdG;KmBprCffsWobByaWonfSXN;0,0485;Toulon;Avignon;09/02/2021;11/02/2021 00:00;44;2,134
XhZuSaxGYg5HVHmRCHA8tm;eMZvEhv2562R9UEzTamYtC;2,7234;Antibes;Avignon;09/02/2021;22/02/2021 00:00;8;21,7872
AaSvgEDER36JhwgbNs84EG;jjnvac3HYvsrBQp9jxf5qj;1,0615;Belfort;Reims;09/02/2021;14/02/2021 00:00;23;24,4145
PXJJrJdS42nRAfAcrahD32;ZB6JsXYBZWhTAX6oojTKkR;0,1519;Strasbourg;Reims;09/02/2021;13/02/2021 00:00;48;7,2912
JAeKREybCyi9YXX9gFrcXH;Ma2dD37vT2kVzCKUECJJsi;0,9106;Calais;Cergy;09/02/2021;13/02/2021 00:00;40;36,424
NzCzmzHsbibdDH8PrYM276;Ma2dD37vT2kVzCKUECJJsi;0,9106;Mérignac;Montauban;09/02/2021;14/02/2021 00:00;29;26,4074
bTdqNvMX2K7dqWiiTgoJzn;oPLB2yoMM5AjYbkmSwsb32;0,0071;Caen;Cergy;09/02/2021;10/02/2021 00:00;35;0,2485
